Ahoj!,Hi!
Dobrý deň!,Hello!
Ahoj!,Goodbye! Bye!
Ďakujem!,Thank you!
Prosím!,Please!
Prepáč!,Sorry!
Prestaň!,Stop!
Pozor!,Caution!
áno,yes
nie,no
